,Organization Name,Organization Name URL,Transaction Name,Transaction Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Type,Organization Industries,Announced Date,Lead Investors,Investor Names,Funding Stage,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight (US Headquarters Only),Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Organization Location
6356,MapForest,https://www.crunchbase.com/organization/mapforest,Series A - MapForest,https://www.crunchbase.com/funding_round/mapforest-series-a--51c482b2,1286000.0,BRL,237793.0,Series A,"Artificial Intelligence (AI), Business Intelligence, Environmental Consulting, Geospatial",2023-06-10,SEI Paraná,SEI Paraná,Early Stage Venture,250000.0,BRL,51229.0,,,,Yes,SaaS for rural business,,https://mapforest.com.br/,,Early Stage Venture,2,"Curitiba, Parana, Brazil, South America"
6357,PhycoLabs,https://www.crunchbase.com/organization/phycolabs,Grant - PhycoLabs,https://www.crunchbase.com/funding_round/phycolabs-grant--f8ee81b0,20000.0,USD,20000.0,Grant,"AgTech, Biotechnology",2023-06-08,H&M Foundation - Global Change Award,H&M Foundation - Global Change Award,,20000.0,USD,20000.0,,,,No,"PhycoLabs is a biotech startup that focuses on developing and licensing algae-based technologies, in a business model.",,https://phycolabs.com/,,,1,"São Paulo, Sao Paulo, Brazil, South America"
6358,Syos,https://www.crunchbase.com/organization/syos,Series A - Syos,https://www.crunchbase.com/funding_round/syos-series-a--c8e1c178,6479224.0,USD,6479224.0,Series A,"Analytics, Artificial Intelligence (AI), Internet of Things",2023-06-07,Equus Capital,Equus Capital,Early Stage Venture,12000000.0,BRL,2437092.0,,,,Yes,Syos is a startup specializing in the development of IoT (Internet of Things) and Analytics solutions.,,https://syos.com/,$1M to $10M,Early Stage Venture,4,"Rio De Janeiro, Rio de Janeiro, Brazil, South America"
6359,RevisaPrev,https://www.crunchbase.com/organization/revisaprev,Angel Round - RevisaPrev,https://www.crunchbase.com/funding_round/revisaprev-angel--a29dfc14,,USD,,Angel,"Information Technology, Legal, Legal Tech, Retirement",2023-06-07,,Rafael Santos,Seed,,,,,,,Yes,RevisaPrev is a technology company that specializes in retirement review and pension planning services.,,https://revisaprev.com.br,Less than $1M,Seed,1,"São José do Rio Prêto, Sao Paulo, Brazil, South America"
6360,Onfly,https://www.crunchbase.com/organization/onfly,Series A - Onfly,https://www.crunchbase.com/funding_round/onfly-series-a--13e6a251,82000000.0,BRL,16613109.0,Series A,"Business Travel, SaaS, Travel",2023-06-07,"Cloud9 Capital, Left Lane Capital","Cloud9 Capital, Left Lane Capital",Early Stage Venture,80000000.0,BRL,16247283.0,,,,Yes,Onfly is a technology startup for travel management and corporate expense management.,,https://www.onfly.com.br,$10M to $50M,Early Stage Venture,2,"Belo Horizonte, Minas Gerais, Brazil, South America"
6361,Superlógica Tecnologias Ltda.,https://www.crunchbase.com/organization/superlogica,Private Equity Round - Superlógica Tecnologias Ltda.,https://www.crunchbase.com/funding_round/superlogica-private-equity--49ad34a5,94027515.0,USD,94027515.0,Private Equity,"Information Technology, SaaS, Small and Medium Businesses, Software",2023-06-06,Warburg Pincus,Warburg Pincus,Private Equity,150000000.0,BRL,30527515.0,,,,Yes,Superlogica is a management system company created for small service businesses.,,http://superlogica.com,$10M to $50M,Private Equity,3,"Campina, Sao Paulo, Brazil, South America"
6362,Amazônia Venture Builder S.A,https://www.crunchbase.com/organization/amazônia-venture-builder,Pre Seed Round - Amazônia Venture Builder S.A,https://www.crunchbase.com/funding_round/amazônia-venture-builder-pre-seed--94983c1d,380000.0,USD,380000.0,Pre-Seed,"Accounting, Consulting, Funding Platform, Legal",2023-06-05,,,Seed,18000.0,USD,18000.0,900000.0,USD,900000.0,Yes,"Generating Amazon's positive impact: economic, social & environmental. Our expertise & practical approach with entrepreneurs drives change.",,https://amazoniavb.com,,Seed,2,"Manaus, Amazonas, Brazil, South America"
6363,Digibee,https://www.crunchbase.com/organization/digibee,Series B - Digibee,https://www.crunchbase.com/funding_round/digibee-series-b--1ebf7108,99278764.0,USD,99278764.0,Series B,"B2B, Information and Communications Technology (ICT), PaaS, SaaS",2023-06-02,Goldman Sachs Asset Management,"G2D Investments, Goldman Sachs Asset Management, K Fund, Kinea Investimentos Ltda, Vivo Ventures",Early Stage Venture,300000000.0,BRL,60492408.0,,,,Yes,Digibee is an enterprise integration platform-as-a-service (eiPaaS) that accelerates digital transformation efforts.,,https://www.digibee.com,$50M to $100M,Early Stage Venture,8,"São Paulo, Sao Paulo, Brazil, South America"
6364,Teva Indices,https://www.crunchbase.com/organization/teva-indices,Series A - Teva Indices,https://www.crunchbase.com/funding_round/teva-indices-series-a--63e95ef1,16000000.0,BRL,3191333.0,Series A,"Financial Services, Market Research, Professional Services",2023-06-02,Quartz,"B3 - Brasil, Bolsa, Balcão, Honey Island Capital, Quartz",Early Stage Venture,13500000.0,BRL,2722158.0,,,,Yes,Teva Indices is a provider of indices for the Brazilian ETF market.,,https://www.tevaindices.com.br,$1M to $10M,Early Stage Venture,2,"São Paulo, Sao Paulo, Brazil, South America"
6365,Re Petit,https://www.crunchbase.com/organization/re-petit,Seed Round - Re Petit,https://www.crunchbase.com/funding_round/re-petit-seed--ccc8445c,1050000.0,BRL,206079.0,Seed,"Children, Consumer Goods, E-Commerce, Retail",2023-06-02,,,Seed,650000.0,BRL,131066.0,,,,Yes,"Re Petit is an e-commerce company that offers children's items such as clothing, accessories, shoes, toys, and utensils.",,http://www.repetit.com.br/,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
6366,Academy Abroad,https://www.crunchbase.com/organization/academy-abroad,Angel Round - Academy Abroad,https://www.crunchbase.com/funding_round/academy-abroad-angel--ef6ec362,400000.0,BRL,80657.0,Angel,"E-Learning, EdTech",2023-06-02,,"Ramon Maia, Roger Daglius",Seed,400000.0,BRL,80656.0,9600000.0,BRL,1935757.0,Yes,Academy Abroad believe that education is the key to a prosperous future and that travel can transform people's lives.,,https://theacademyabroad.com.br/,,Seed,1,"Rio De Janeiro, Rio de Janeiro, Brazil, South America"
6367,openpbl.ai,https://www.crunchbase.com/organization/openpbl,Pre Seed Round - openpbl.ai,https://www.crunchbase.com/funding_round/openpbl-pre-seed--de7ac84f,384000.0,USD,384000.0,Pre-Seed,"Artificial Intelligence (AI), Continuing Education, Corporate Training, EdTech, Education, Training",2023-06-01,Joao Pontes,Joao Pontes,Seed,100000.0,USD,100000.0,5000000.0,USD,5000000.0,Yes,The problem-based learning platform that uses AI to reduce the costs of developing professional soft skills.,,https://www.openpbl.ai,$1M to $10M,Seed,4,"São Paulo, Sao Paulo, Brazil, South America"
6368,Sami,https://www.crunchbase.com/organization/sami,Series B - Sami,https://www.crunchbase.com/funding_round/sami-series-b--06956b0c,54981000.0,USD,54981000.0,Series B,"Health Care, Information Technology, Medical, Software",2023-06-01,"Alma Mundi Ventures, Redpoint eventures","Alma Mundi Ventures, Alumni Ventures, Brad Otto, Endeavor Catalyst, Kevin Efrusy, Launchbay Capital, Mancora Ventures, Mauro Figueiredo, Redpoint eventures, Ricardo Marino, Tau Ventures, Unpopular Ventures, Valor Capital Group",Early Stage Venture,18400000.0,USD,18400000.0,,,,Yes,Sami is a Brazil-based health plan startup that provides a technology-based solution intended to be used in the healthcare sector.,,https://www.samisaude.com.br,,Early Stage Venture,5,"São Paulo, Sao Paulo, Brazil, South America"
6369,Guia da Alma,https://www.crunchbase.com/organization/guia-da-alma,Venture Round - Guia da Alma,https://www.crunchbase.com/funding_round/guia-da-alma-series-unknown--d853b8d2,110000.0,USD,110000.0,Venture - Series Unknown,"Health Care, Mental Health, mHealth, Wellness",2023-06-01,,Bossanova Investimentos,,,,,,,,Yes,Guia da Alma develops an app-based wellness platform for mental health.,,https://guiadaalma.com.br/,Less than $1M,,2,"Florianópolis, Santa Catarina, Brazil, South America"
6370,Intexfy,https://www.crunchbase.com/organization/intexfy,Venture Round - Intexfy,https://www.crunchbase.com/funding_round/intexfy-series-unknown--8dd1b0b8,600000.0,USD,600000.0,Venture - Series Unknown,"Information Services, Information Technology, Software",2023-06-01,,Bossanova Investimentos,,,,,,,,Yes,"Intexfy is a business intelligence platform that helps B2B businesses find new accounts, hit goals, and grow.",,https://www.intexfy.com,Less than $1M,,2,"Florianópolis, Santa Catarina, Brazil, South America"
6371,Digital Grid,https://www.crunchbase.com/organization/digital-grid-77b9,Seed Round - Digital Grid,https://www.crunchbase.com/funding_round/digital-grid-77b9-seed--a55f06a6,,USD,,Seed,"Energy, Energy Management, Enterprise Software, Information Technology, Software",2023-06-01,,Bossanova Investimentos,Seed,,,,,,,Yes,Digital Grid develops and operates an online platform that manage energy credits and handles customer relations.,,https://dg.energy,,Seed,1,"Viçosa, Minas Gerais, Brazil, South America"
6372,Pay2B,https://www.crunchbase.com/organization/pay2b,Venture Round - Pay2B,https://www.crunchbase.com/funding_round/pay2b-series-unknown--2fdf4a1c,,USD,,Venture - Series Unknown,"Financial Services, FinTech, Information Technology, Payments, Software",2023-06-01,,Bossanova Investimentos,,,,,,,,Yes,"Pay2B is a Payment-as-a-service ecosystem that orchestrates, end-to-end, all payment processes of companies.",,https://www.pay2b.com.br,,,1,"Barueri, Sao Paulo, Brazil, South America"
6373,Web3Valley,https://www.crunchbase.com/organization/web3valley,Pre Seed Round - Web3Valley,https://www.crunchbase.com/funding_round/web3valley-pre-seed--c56a8199,,BRL,,Pre-Seed,"Blockchain, Crowdfunding, Education, Small and Medium Businesses, Web3",2023-06-01,,,Seed,,BRL,,10000000.0,BRL,1994177.0,Yes,"Platform for accelerating web3 startups through crowdfunding, education and mentoring.",,https://www.web3valley.com.br/,Less than $1M,Seed,1,"São Paulo, Sao Paulo, Brazil, South America"
6374,Kurier,https://www.crunchbase.com/organization/kurier-e0f7,Pre Seed Round - Kurier,https://www.crunchbase.com/funding_round/kurier-e0f7-pre-seed--bf6e1545,,USD,,Pre-Seed,"Analytics, Legal, Legal Tech, Software",2023-06-01,,Forum Ventures,Seed,,,,,,,Yes,Kurier offers a data analytics platform so legal firms can monitor all the happenings going on within the Brazilian justice system.,,https://kuriertecnologia.com.br/,,M&A,1,"Recife, Bahia, Brazil, South America"
6375,Atlante Capital,https://www.crunchbase.com/organization/atlante-capital,Seed Round - Atlante Capital,https://www.crunchbase.com/funding_round/atlante-capital-seed--0e178e23,4574000.0,USD,4574000.0,Seed,"Finance, Financial Services, Small and Medium Businesses",2023-06-01,,,Seed,4310000.0,USD,4310000.0,,,,Yes,Atlante Capital is an investment firm that seeks to acquire and operate medium-sized companies.,,https://en.atlantecapital.com.br/,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
6376,Kuke,https://www.crunchbase.com/organization/kuke,Seed Round - Kuke,https://www.crunchbase.com/funding_round/kuke-seed--6119c248,500000.0,BRL,93437.0,Seed,"Food and Beverage, Food Processing, Subscription Service",2023-05-31,"ACE Ventures, TM3 Capital","ACE Ventures, TM3 Capital",Seed,,,,,,,Yes,Kuke is a management system that offers gastronomic experiences through exclusive recipes and products.,,https://www.kuke.com.br/,,Seed,2,"Rio De Janeiro, Rio de Janeiro, Brazil, South America"
6377,GaussFleet,https://www.crunchbase.com/organization/gaussfleet,Series A - GaussFleet,https://www.crunchbase.com/funding_round/gaussfleet-series-a--9e085593,,USD,,Series A,"Artificial Intelligence (AI), Big Data, Fleet Management",2023-05-31,CSN Inova Ventures,CSN Inova Ventures,Early Stage Venture,,,,,,,Yes,Management and monitoring of logistics assets,,https://gaussfleet.com.br/,,Early Stage Venture,1,"Barueri, Sao Paulo, Brazil, South America"
6378,Hilab,https://www.crunchbase.com/organization/hi-technologies-holding,Venture Round - Hilab,https://www.crunchbase.com/funding_round/hi-technologies-holding-series-unknown--603c897b,27766682.0,USD,27766682.0,Venture - Series Unknown,"Health Care, Information Technology, Medical Device",2023-05-31,EB Capital,"EB Capital, Positivo Tecnologia, Rise Ventures",,,,,,,,Yes,Hilab is a technology company that develops biomedical equipment and telemedicine technology for the humanization of health care.,,https://fazumhilab.com.br/,$1M to $10M,,6,"Curitiba, Parana, Brazil, South America"
6379,BRF,https://www.crunchbase.com/organization/brf,Post-IPO Equity - BRF,https://www.crunchbase.com/funding_round/brf-post-ipo-equity--8640dbee,1039978838.0,USD,1039978838.0,Post-IPO Equity,"Food and Beverage, Manufacturing, Meat and Poultry",2023-05-31,"Marfrig, SALIC","Marfrig, SALIC",,4500000000.0,BRL,889978838.0,,,,Yes,"BRF produce foods that are a source of strength to put life on the go, every day, for the largest number of people worldwide.",,http://brf-global.com/,$10B+,M&A,2,"Itajaí, Santa Catarina, Brazil, South America"
6380,Smartfit,https://www.crunchbase.com/organization/smartfit-escola-de-ginastica-e-danca,Post-IPO Secondary - Smartfit,https://www.crunchbase.com/funding_round/smartfit-escola-de-ginastica-e-danca-post-ipo-secondary--f37a7cac,346568741.0,USD,346568741.0,Post-IPO Secondary,Fitness,2023-05-30,,,,591730000.0,BRL,117493000.0,10012750286.0,BRL,1988116332.0,No,Smartfit Escola de Ginastica e Danca is provides fitness services.,,https://www.smartfit.com.br/,$10M to $50M,IPO,2,"São Paulo, Sao Paulo, Brazil, South America"
6381,Bravo Mining,https://www.crunchbase.com/organization/bravo-mining,Post-IPO Equity - Bravo Mining,https://www.crunchbase.com/funding_round/bravo-mining-post-ipo-equity--9889ee11,18748470.0,USD,18748470.0,Post-IPO Equity,"Industrial, Mineral, Mining",2023-05-30,,,,19766834.0,CAD,14534329.0,,,,Yes,Bravo Mining is a mineral exploration and development company focusing on Luanga PGM+Au+Ni Project.,,https://bravomining.com/,Less than $1M,IPO,2,"Rio De Janeiro, Rio de Janeiro, Brazil, South America"
6382,Town of Terra Nova,https://www.crunchbase.com/organization/town-of-terra-nova,Grant - Town of Terra Nova,https://www.crunchbase.com/funding_round/town-of-terra-nova-grant--b8bdb5f9,,USD,,Grant,Non Profit,2023-05-30,Employment and Social Development Canada (ESDC),Employment and Social Development Canada (ESDC),,,,,,,,No,Town of Terra Nova is a Community located on the edge of Terra Nova National Park.,,https://townofterranova.ca/C,,,1,"Terra Nova, Rio de Janeiro, Brazil, South America"
6383,Zinz,https://www.crunchbase.com/organization/zinz,Pre Seed Round - Zinz,https://www.crunchbase.com/funding_round/zinz-pre-seed--9e9a4696,200000.0,BRL,39848.0,Pre-Seed,"Construction, Home Renovation, Marketing",2023-05-29,"Ventiur, VENTIUR","Ventiur, VENTIUR",Seed,200000.0,BRL,39847.0,,,,Yes,"Zinz is a digital platform for managing renovations, including marketplace features for anyone looking to hire renovation professionals.",,https://zinz.com.br/,,Seed,2,"Curitiba, Parana, Brazil, South America"
6384,Eurofarma,https://www.crunchbase.com/organization/eurofarma,Debt Financing - Eurofarma,https://www.crunchbase.com/funding_round/eurofarma-debt-financing--2937aa33,249619454.0,USD,249619454.0,Debt Financing,"Biotechnology, Health Care, Medical, Pharmaceutical",2023-05-29,Santander,Santander,,500000000.0,BRL,99619453.0,,,,No,Eurofarma is a Brazilian multinational pharmaceutical company.,,https://www.eurofarma.com.br/en/,$1M to $10M,,2,"São Paulo, Sao Paulo, Brazil, South America"
6385,LogShare,https://www.crunchbase.com/organization/logshare,Pre Seed Round - LogShare,https://www.crunchbase.com/funding_round/logshare-pre-seed--e8a1f855,,USD,,Pre-Seed,"Collaboration, GreenTech, Logistics, Shipping, Supply Chain Management",2023-05-26,ONEVC,"FJ Labs, ONEVC",Seed,,,,,,,Yes,LogShare develops and provides collaboration solutions between shipper and carrier companies.,,https://www.logshare.com.br,$1M to $10M,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
6386,GrowinCo.,https://www.crunchbase.com/organization/growinco,Seed Round - GrowinCo.,https://www.crunchbase.com/funding_round/growinco-seed--ee0ef4b1,2050929.0,USD,2050929.0,Seed,"Consumer Goods, Cosmetics, Food and Beverage, Home Health Care, Pet, SaaS, Software",2023-05-26,"Gvangels, Harvard Business School Alumni Angels of Brazil","Gvangels, Harvard Business School Alumni Angels of Brazil, Urca Angels",Seed,4000000.0,BRL,800929.0,,,,Yes,SaaS B2B platform for new product development in the FMCG segment.,,https://www.growinco.com,$1M to $10M,Seed,3,"Curitiba, Parana, Brazil, South America"
6387,BeUni Tecnologia,https://www.crunchbase.com/organization/beuni-tecnologia,Pre Seed Round - BeUni Tecnologia,https://www.crunchbase.com/funding_round/beuni-tecnologia-pre-seed--d7cbc81b,500000.0,USD,500000.0,Pre-Seed,"B2B, Brand Marketing, Direct Sales, E-Commerce, E-Commerce Platforms, Information Technology, Logistics, Marketing Automation, Sales Automation",2023-05-25,Investidores.VC,"Equity Rio Investimentos, FEA Angels, Investidores.VC, Sai do Papel",Seed,500000.0,USD,500000.0,,,,Yes,"1a plataforma de compra, armazenamento e envio de brindes e produtos personalizados da América Latina.",,https://beuni.com.br/,Less than $1M,Seed,1,"São Carlos Do Pinhal, Sao Paulo, Brazil, South America"
